,Country Name,Country Code,Series Name,Series Code,2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
10,Benin,BEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.81492683,57.28560976,57.74912195,58.18897561,58.59070732,58.94680488,59.25926829,59.53660976,59.79785366,60.0565122,60.31812195
11,Bhutan,BTN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.11470732,64.86965854,65.56521951,66.20039024,66.77765854,67.29948780000001,67.77429268,68.21095122,68.62490244,69.02507317,69.41797561
12,Bolivia,BOL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.96863415,63.53978049,64.11495122,64.69363415,65.27282927,65.84656098,66.40580488,66.94160976,67.44695122,67.91736585,68.35031707
13,Botswana,BWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,50.74636585,52.07031707,53.59368293,55.20960976,56.81946341,58.35465854,59.78092683,61.09809756,62.3472439,63.55065854,64.69439024
14,Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.61819512,71.986,72.34934146,72.70973171,73.06865854,73.42309756,73.76956098,74.1005122,74.41043902,74.69634146,74.9582439
15,Bulgaria,BGR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.56341463,72.56097561,72.61219512,72.66341463,72.96341463,73.41219512,73.51219512,74.16341463,74.31463415,74.86097561,74.46585366
16,Burkina Faso,BFA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.5072439,53.21843902,53.9752439,54.75565854,55.53570732,56.29487805,57.01468293,57.68112195,58.29582927,58.86036585,59.37529268
17,Burundi,BDI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.40380488,52.70536585,53.06378049,53.46646341,53.90187805,54.36202439,54.836999999999996,55.31441463,55.78287805,56.2345122,56.66331707
18,Cabo Verde,CPV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.39853659,71.57558537,71.66004878,71.69141463,71.70668293,71.72839024,71.77453659,71.85417073,71.96282927,72.09653659,72.25431707
19,Cameroon,CMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.27387805,52.888999999999996,53.46787805,54.00790244,54.51063415,54.97263415,55.40114634,55.80892683,56.21768293,56.64197561,57.08780488
20,Chad,TCD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.82241463,48.027512200000004,48.32207317,48.70109756,49.15368293,49.66336585,50.20634146,50.7522439,51.2747561,51.7545122,52.18107317
21,Chile,CHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.487,77.64743902,77.79095122,77.923,78.05002439,78.17651219999999,78.30892683,78.4527561,78.60953659,78.78026829,78.9644878
22,Comoros,COM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.8887561,60.11078049,60.39182927,60.71936585,61.07934146,61.4602439,61.84707317,62.22480488,62.58146341,62.90907317,63.20214634
23,"Congo, Dem. Rep.",COD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.87926829,53.63729268,54.36334146,55.05392683,55.70602439,56.31260976,56.87017073,57.38117073,57.85807317,58.31239024,58.74860976
24,"Congo, Rep.",COG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,53.58673171,54.665512199999995,55.86007317,57.09446341,58.30080488,59.43214634,60.45260976,61.3502439,62.14907317,62.87009756,63.51531707
25,Costa Rica,CRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.96536585,78.08665854,78.20682927,78.32885366,78.45529268,78.58919512,78.73263415,78.88773171,79.05451219999999,79.23156098,79.41685366
26,Cote d'Ivoire,CIV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.24458537,47.69641463,48.21882927,48.78029268,49.35146341,49.91136585,50.45070732,50.97234146,51.49017073,52.01604878,52.54707317
27,Croatia,HRV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.5202439,75.24463415,75.83682927,75.70560976,75.91219512,76.16829268,76.47560976,76.77560976,76.92439024,77.12682927,77.47804878
28,Denmark,DNK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.49268293,77.84390244,78.09512195,78.19512195,78.44634146,78.59756098,79.1,79.8,80.05121951,80.3,80.7
29,Dominican Republic,DOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.48353659,71.70039024,71.91582927,72.12885366,72.33836585,72.54439024,72.74487805,72.94134146,73.13529268,73.3272439,73.51619512
30,East Asia & Pacific,EAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.97226476,73.24534325,73.52981308,73.77415388,73.99649009999999,74.22364835,74.40240092,74.56343354,74.75706322,74.93611876,75.10255302
31,East Asia & Pacific (excluding high income),EAP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.03046105,72.33093737,72.60227707,72.84951298,73.07917929999999,73.29302018,73.49142801,73.67786798,73.85301007,74.02096864,74.18315026
32,Ecuador,ECU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.94231707,74.13846341,74.32073171,74.49656098,74.67039024,74.84868293,75.03339024,75.2294878,75.43297561,75.64339024,75.85973171
33,"Egypt, Arab Rep.",EGY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.26041463,69.42434146,69.59834146,69.77943902,69.96309756,70.15078049,70.34141463,70.53490244,70.72819512,70.9202439,71.10956098
34,Equatorial Guinea,GNQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.00202439,54.27956098,54.57021951,54.88297561,55.22187805,55.58497561,55.95895122,56.32602439,56.66834146,56.978,57.25553659
