Country Name,Country Code,Series,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Australia,AUS,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,..,..,..,17.339729309082,17.3147602081299,18.8237991333008,19.385440826416,20.2061195373535,20.0808296203613,20.4306201934814,20.5234603881836,20.1235694885254,20.5540008544922,20.690580368042,20.3282794952393,20.2667694091797,18.9998397827148,19.1069297790527,19.1385192871094,19.4539909362793,19.7727508544922,20.0775508880615,20.3487701416016,20.4327201843262,20.4686393737793,..
Austria,AUT,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,13.9565896987915,14.1478796005249,14.4457101821899,14.6486396789551,14.7797698974609,14.8941802978516,14.9463195800781,15.0239496231079,15.7410097122192,15.3594598770142,15.4724702835083,16.0828094482422,14.6938199996948,14.7058696746826,14.9244403839111,15.0448703765869,15.18869972229,15.1079301834106,15.278829574585,15.382080078125,15.6524200439453,15.6635799407959,15.7295398712158,15.8860902786255,15.9122295379639,16.0403594970703
Azerbaijan,AZE,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,10.6845998764038,10.5599803924561,10.6247997283936,10.437310218811,10.1380300521851,9.99250030517578,9.76202964782715,9.71796989440917,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,..,..,..,..,..,11.714940071106,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bahrain,BHR,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,..,13.6026201248169,13.3255701065063,13.58314037323,13.5984802246094,13.6966896057129,13.6157197952271,..,..,13.2516803741455,..,..,..,13.1923999786377,..,12.8042097091675,12.9345397949219,..,..,..,..,14.6596298217773,14.3313598632813,14.418999671936,14.4627799987793,15.9511098861694
Bangladesh,BGD,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,5.65423011779785,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.43237018585205,8.55533027648926,8.59941959381104,8.39307022094727,8.94674015045166,..,9.85805988311768,..,..,..,..
Barbados,BRB,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,12.7741403579712,..,..,..,..,..,..,..,..,14.0004501342773,14.0382404327393,13.9836196899414,..,..,..,..,..,15.2502002716064,..,15.8388204574585,15.4793100357056,15.2925596237183,..,..,..,..
Belarus,BLR,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,12.8781299591064,12.7219104766846,12.4606599807739,12.4333696365356,12.395299911499,12.4689998626709,12.8249502182007,12.8928899765015,12.8377304077148,..,..,..,..,..,..,..,..,..,15.3725700378418,15.4550695419312,15.4657897949219,15.594690322876,15.7246999740601,15.6527500152588,15.6362895965576,15.6973304748535
Belgium,BEL,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,14.1206798553467,14.1515998840332,..,16.6186199188232,16.9042892456055,17.2968597412109,17.5693607330322,..,..,18.0208492279053,18.2428092956543,18.7816200256348,18.592170715332,18.810230255127,15.7036199569702,15.7440900802612,15.8409996032715,15.8372097015381,15.8250398635864,15.9471797943115,16.0502700805664,16.2187099456787,16.2982902526855,19.6035709381104,19.9072608947754,19.9843807220458
Belize,BLZ,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,..,..,..,..,..,..,..,..,..,..,..,11.8644895553589,..,12.5455102920532,12.8502197265625,12.310359954834,12.8247098922729,12.7738199234009,12.7115802764893,12.442569732666,12.4334001541138,12.511890411377,12.9095602035522,12.7690696716309,..,12.8154001235962
Benin,BEN,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,..,..,..,..,..,..,..,..,..,6.37271022796631,6.63332986831665,7.27708005905151,7.74590015411377,8.13321018218994,8.50137996673583,..,..,..,..,..,..,11.0700302124023,..,12.1358804702759,..,..
Bermuda,BMU,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.762809753418,..,..,..,12.5479698181152,12.3691301345825,12.0858097076416,11.8625602722168,11.6661901473999,11.6274003982544
Bhutan,BTN,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,..,..,..,..,..,..,..,..,..,7.25134992599487,..,..,..,..,..,9.62378978729248,10.0724697113037,10.478289604187,10.8596200942993,11.4296102523804,11.9062404632568,12.3075704574585,12.6335802078247,12.5154399871826,..,..
Bolivia,BOL,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,..,..,..,..,..,..,..,..,12.6244602203369,13.3222198486328,13.1416997909546,13.4042701721191,13.7810401916504,13.9806499481201,14.1499700546265,..,..,13.9557800292969,..,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Botswana,BWA,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,..,10.297679901123,..,10.282790184021,10.2091798782349,10.6251497268677,..,..,11.2553300857544,11.6710500717163,11.8600301742554,11.9319200515747,11.7699403762817,11.8426904678345,11.8622303009033,11.888689994812,12.0677995681763,12.054160118103,12.0133199691772,..,..,..,..,..,..,..
Brazil,BRA,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,..,..,..,..,..,..,..,..,..,..,..,..,14.7707996368408,14.0142698287964,13.8500099182129,13.7773704528809,..,13.3202295303345,13.8042097091675,13.7822599411011,..,13.9306497573853,13.9378099441528,15.0045499801636,15.2728204727173,15.3979301452637
British Virgin Islands,VGB,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,..,..,..,..,..,..,..,..,..,..,..,..,14.4817399978638,..,16.1495304107666,..,..,..,..,13.9675903320313,..,..,..,..,..,14.0153102874756
Brunei Darussalam,BRN,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,..,..,12.458869934082,12.677339553833,12.786190032959,..,..,..,13.0700998306274,13.3863296508789,13.3607397079468,13.2932901382446,13.4062700271606,13.7173299789429,14.0874099731445,14.274920463562,14.3241195678711,14.1785001754761,14.0693101882935,14.1895503997803,14.1281003952026,14.3703298568726,14.9330596923828,14.9724397659302,14.944860458374,14.7408103942871
Bulgaria,BGR,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,12.0499095916748,12.1728296279907,12.0114498138428,11.9172801971436,11.8536596298218,12.1946096420288,12.6399202346802,12.7409696578979,12.8202896118164,12.9375,12.9271402359009,12.9388103485107,12.892749786377,13.2859601974487,13.4534101486206,13.4945402145386,13.5249795913696,13.8038101196289,13.8434801101685,13.9362497329712,14.2137203216553,14.3240299224854,14.3929796218872,14.8221302032471,15.0403699874878,14.9392795562744
Burkina Faso,BFA,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,2.47177004814148,2.59173011779785,2.66619992256165,2.76636004447937,2.88913989067078,..,..,..,..,3.43951010704041,..,3.59846997261047,..,3.91424989700317,..,4.65528011322021,4.93205976486206,5.39139986038208,5.86310005187988,6.28302001953125,6.70339012145996,7.15105009078979,7.45475006103516,7.70369005203247,..,..
Burundi,BDI,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,4.44001007080078,4.56665992736816,4.38616991043091,4.67621994018555,..,..,..,..,..,..,..,4.38141012191772,4.74206018447875,..,5.59459018707275,5.90278005599976,7.2400598526001,7.89404010772705,..,9.30568981170654,9.89490032196044,10.3275203704834,10.4562997817993,10.6474304199219,10.8952398300171,..
Cabo Verde,CPV,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,..,..,..,..,..,..,..,..,..,..,11.2792196273804,10.9870700836182,11.3440103530884,11.258620262146,11.1085996627808,11.2089700698853,11.9072103500366,11.9007902145386,12.1942300796509,12.3674697875977,12.7360000610352,13.126859664917,13.1909704208374,13.6068296432495,13.4958801269531,13.1864204406738
Cambodia,KHM,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,..,6.77272987365723,..,..,..,..,..,..,..,..,7.60302019119263,8.20680046081542,9.28717041015625,9.68612957000732,9.96403026580811,..,10.3245801925659,10.4972496032715,10.5159502029419,..,..,..,..,..,..,..
Cameroon,CMR,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,8.02233982086182,7.98318004608154,..,..,..,..,..,..,..,6.92025995254517,7.13545989990234,8.36960029602051,8.0888500213623,8.22929954528809,8.25430011749268,8.21597957611083,7.9989800453186,8.75953960418701,9.20053005218506,9.6693696975708,..,10.4406404495239,11.0574798583984,..,11.7946100234985,12.1888198852539
Canada,CAN,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,16.6857795715332,17.0402393341064,17.1743297576904,16.7611694335938,16.8692893981934,16.8557796478271,16.8688793182373,..,16.0365009307861,15.8941602706909,15.8143701553345,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,5.1899299621582,4.88735008239746,4.1566801071167,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.5831298828125,..,7.09453010559082,7.09897994995117,..,..,..
Chad,TCD,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,..,..,..,..,..,..,3.65507006645203,3.98741006851196,4.49117994308472,..,4.86014986038208,5.14449977874756,5.42616987228394,5.56754016876221,5.6451997756958,5.48228979110718,..,..,6.25805997848511,6.66695022583008,6.66267013549805,7.30026006698608,..,..,..,..
Channel Islands,CHI,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,..,13.2369403839111,13.2014303207397,12.1238298416138,..,..,..,..,12.9425201416016,13.4679298400879,13.6890897750854,..,14.0451097488403,14.2519397735596,14.5862398147583,14.902250289917,14.82310962677,15.2201404571533,15.3101596832275,15.2476997375488,15.4165802001953,15.5459699630737,15.5721502304077,16.2116203308105,16.335599899292,16.4782600402832
China,CHN,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,8.77394008636475,8.81093978881835,8.90347003936768,8.93959999084473,8.9301700592041,9.0673303604126,9.191969871521,9.23153972625732,..,..,..,9.66958999633789,9.89490032196044,10.2392597198486,..,..,11.4481496810913,11.8610801696777,12.2074203491211,12.5033798217773,12.767689704895,12.9989500045776,13.2763595581055,13.6421003341675,13.7791996002197,14.0080499649048
Colombia,COL,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,..,9.05661964416504,9.59657001495361,9.76856994628906,9.8945198059082,9.97554016113281,10.5227203369141,..,11.3177299499512,11.340069770813,11.4219703674316,..,11.6092796325684,..,12.2983903884888,12.8531999588013,13.2883996963501,13.6135702133179,13.8896799087524,14.3005895614624,14.3018102645874,14.4149303436279,14.1071300506592,14.4955797195435,14.3810997009277,14.4190902709961
Comoros,COM,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,..,..,7.98834991455078,..,..,..,..,..,..,8.14953994750977,..,..,..,9.54461002349854,..,..,..,..,..,..,..,..,..,11.0957298278809,11.087550163269,..
"Congo, Dem. Rep.",COD,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,..,..,..,..,..,6.58579015731812,..,..,..,..,..,..,..,..,..,..,..,7.66002988815308,8.35700035095215,8.47183990478516,..,9.13801002502441,8.96070957183838,9.22708034515381,..,..
"Congo, Rep.",COG,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,11.1667098999023,10.9667596817017,10.8685503005981,..,..,..,..,..,..,..,..,..,9.38399982452393,9.15235042572021,..,..,..,..,..,..,..,..,11.1474199295044,..,..,..
Costa Rica,CRI,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,9.84953022003174,10.1042098999023,10.3923301696777,..,..,..,..,..,..,..,..,..,..,..,12.4154500961304,..,..,..,..,..,..,14.4484395980835,14.6139497756958,14.8190402984619,15.142430305481,15.2187900543213
Cote d'Ivoire,CIV,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,..,..,..,..,..,..,..,..,..,6.61862993240356,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.81832981109619,9.19610023498535
Croatia,HRV,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,..,..,..,10.89035987854,11.402850151062,11.2587404251099,11.3766098022461,11.4886999130249,11.864520072937,12.189829826355,12.3212099075317,12.5593595504761,12.9052600860596,13.2571096420288,..,13.9472198486328,14.259819984436,14.3196601867676,14.2150402069092,14.2232103347778,14.4842100143433,14.6268901824951,14.8613300323486,15.2159099578857,15.2595500946045,15.1388301849365
Cuba,CUB,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,12.2908096313477,12.1850595474243,12.0594997406006,11.9668397903442,11.4308996200562,11.3204298019409,11.794059753418,11.7886400222778,..,12.1105098724365,12.3143997192383,12.5480604171753,12.8510303497314,13.2384395599365,14.2309904098511,14.7148103713989,15.9947996139526,17.0780792236328,17.6707096099854,17.5561103820801,16.4718494415283,15.6925096511841,14.6726503372192,13.9755401611328,13.9877004623413,13.8122396469116
Curacao,CUW,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.4604206085205,..,..
Cyprus,CYP,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,9.22624969482422,9.3444299697876,9.33150005340576,12.3599100112915,12.3934497833252,12.5186796188354,12.5834903717041,12.631199836731,..,12.5109796524048,12.4038000106812,12.506609916687,12.9511804580688,13.3704996109009,13.4967498779297,13.4465503692627,13.5320196151733,13.7158899307251,14.0683698654175,14.5730400085449,13.8463401794434,13.7970600128174,13.7898902893066,14.0009202957153,14.2561302185059,14.5701503753662
Czech Republic,CZE,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,11.8603000640869,11.8480997085571,11.6633596420288,11.8863897323608,12.4195499420166,12.7540302276611,13.1060495376587,13.2952404022217,12.9366903305054,13.4064502716064,13.9015197753906,14.3483200073242,14.5955696105957,14.8570404052734,14.6313600540161,14.8684196472168,15.0258903503418,15.3173599243164,15.4861602783203,15.86266040802,16.0421905517578,16.1059703826904,16.1193294525146,16.6659698486328,16.8140392303467,16.9373893737793
Denmark,DNK,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,14.071629524231,14.2108097076416,14.285530090332,14.6049995422363,14.9296398162842,15.1322603225708,15.37965965271,..,15.7489700317383,16.457540512085,16.2430095672607,16.5932807922363,16.3297595977783,..,16.6439304351807,16.8908500671387,16.7381496429443,16.827299118042,16.7575607299805,16.7975902557373,16.9454193115234,18.422290802002,18.6940803527832,19.1767501831055,19.1888008117676,19.2992897033691
Djibouti,DJI,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,..,2.72140002250671,2.8012900352478,2.55952000617981,2.69464993476868,..,2.82608008384705,2.90197992324829,..,2.94433999061584,2.89886999130249,3.30887007713318,3.46619009971619,..,3.99758005142212,4.31304979324341,4.50344991683959,4.96025991439819,5.3096399307251,5.49805021286011,..,6.29223012924194,..,..,..,..
Dominica,DMA,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.1496496200562,..,13.1692495346069,13.7548303604126
East Asia & Pacific,EAS,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,9.27082347869873,9.31362247467041,9.36392593383789,9.41118812561035,9.44181537628174,9.5583667755127,9.72428798675537,9.84972763061523,9.93304061889648,10.1408195495605,10.3635339736938,10.3724555969238,10.5751037597656,10.8366765975952,11.1450643539429,11.3634853363037,11.5254421234131,11.8796806335449,12.0979919433594,12.3293600082397,12.5839881896973,12.8044548034668,13.0320272445679,13.2679061889648,13.3745498657227,..
East Asia & Pacific (excluding high income),EAP,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,8.91887950897217,8.97532081604004,9.04753494262695,9.10247993469238,9.13355827331543,9.24941062927246,9.40971851348877,9.515700340271,9.58354377746582,9.76847362518311,9.97391319274902,9.97312164306641,10.1738748550415,10.4416046142578,10.7620229721069,10.9815912246704,11.1589241027832,11.5426292419434,11.7884931564331,12.0425777435303,12.3194494247437,12.5474443435669,12.7861652374268,13.0367984771729,13.1491365432739,..
Ecuador,ECU,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,11.8887195587158,11.7282400131226,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.228759765625,15.105110168457,..,..
"Egypt, Arab Rep.",EGY,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,9.77756023406982,9.78402042388916,..,..,..,..,..,..,..,10.9466104507446,..,11.2160997390747,11.3047704696655,11.2167196273804,11.3658199310303,..,..,..,..,12.1793203353882,12.3513097763062,12.4148797988892,12.8344097137451,13.1172199249268,13.0988998413086,..
El Salvador,SLV,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,..,9.25352954864501,..,9.86056995391846,..,..,..,..,11.4709396362305,11.339879989624,11.6364297866821,11.7710695266724,12.0430898666382,12.3699398040771,12.6584396362305,12.8909797668457,12.8852396011353,13.4499597549438,12.8352098464966,12.8611297607422,12.9966897964478,13.1568202972412,13.2401304244995,13.3855199813843,13.1699304580688,12.8892498016357
Equatorial Guinea,GNQ,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,..,..,..,..,..,..,..,..,..,..,8.04860019683838,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,..,..,..,..,..,3.50085997581482,3.53951001167297,..,..,3.90324997901917,4.32472991943359,4.36275005340576,4.69049978256226,..,5.39733982086182,..,..,..,..,5.12731981277466,4.99465990066528,..,..,..,5.35284996032715,..
Estonia,EST,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,13.1310596466064,12.878210067749,12.8371801376343,12.395299911499,12.5896501541138,12.9089698791504,13.3063402175903,..,14.1659097671509,14.4061698913574,14.9852504730225,15.429949760437,15.6303701400757,15.7166996002197,15.8741703033447,16.1207008361816,16.0650405883789,16.1138191223145,16.1042003631592,16.1815605163574,16.3987903594971,16.5027008056641,16.5426292419434,16.5027503967285,16.3643608093262,16.3518104553223
Ethiopia,ETH,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,..,2.77002000808716,..,..,2.26927995681763,2.49981999397278,2.8790500164032,..,..,3.92188000679016,4.29656982421875,4.85526990890503,5.21310997009277,5.40446996688843,5.75307989120483,6.57642984390259,..,..,8.12032985687256,8.12094974517822,8.19050025939941,8.35328006744385,8.43984985351563,..,..,..
Euro area,EMU,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,13.9252557754517,13.9824733734131,14.2054653167725,14.5498695373535,15.0456867218018,15.1713390350342,15.3377199172974,15.4460573196411,15.5929651260376,15.6426162719727,15.7453374862671,15.8833961486816,15.8576641082764,15.9752368927002,15.9125261306763,16.1528263092041,16.2614707946777,16.2901878356934,16.3535480499268,16.3945941925049,16.5300102233887,16.6872577667236,16.725191116333,16.9179058074951,16.988374710083,..
Europe & Central Asia,ECS,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,12.5230112075806,12.4989748001099,12.4932432174683,12.6036691665649,12.6917428970337,12.8124504089355,12.9798040390015,13.0848093032837,13.269606590271,13.4730634689331,13.6463479995728,13.9417877197266,14.1334991455078,14.3179569244385,14.2910671234131,14.4481601715088,14.5489358901978,14.6332540512085,14.6900491714478,14.7699136734009,15.0104379653931,15.1513605117798,15.2267351150513,15.7928485870361,15.8418188095093,..
Europe & Central Asia (excluding high income),ECA,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,11.7049732208252,11.6061544418335,11.4390630722046,11.2633275985718,11.0818767547607,11.1804342269897,11.3115119934082,11.3227605819702,11.4384088516235,11.5867214202881,11.7149057388306,12.1095666885376,12.4428405761719,12.6896209716797,12.7197771072388,12.831000328064,13.0139255523682,13.1803722381592,13.2326822280884,13.3338527679443,13.6535415649414,13.9066648483276,14.0357475280762,14.6135225296021,14.6620492935181,..
European Union,EUU,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,13.420994758606,13.4392251968384,13.6006708145142,14.0306692123413,14.4184627532959,14.5639810562134,14.7749376296997,14.9446249008179,15.1127262115479,15.3113737106323,15.4607925415039,15.6236782073975,15.6638717651367,15.7838258743286,15.7225294113159,15.9341831207275,15.9570178985596,15.986644744873,16.081937789917,16.160436630249,16.3169097900391,16.3364639282227,16.3472156524658,16.8920955657959,16.9704685211182,..
Faroe Islands,FRO,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,..,12.4814195632935,..,..,..,..,..,..,..,..,..,..,..,13.4149398803711,13.9083499908447,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,15.0165100097656,15.2388401031494,15.7872200012207,15.8969202041626,16.2390308380127,16.332799911499,16.5453205108643,16.7529106140137,17.0631198883057,17.2992706298828,17.7252807617188,18.0196990966797,18.0923099517822,18.2868099212646,17.0599994659424,17.1701698303223,17.1559104919434,17.1045799255371,17.0448894500732,16.7982501983643,16.9114608764648,17.014669418335,17.0479202270508,19.2698497772217,19.2525901794434,19.3409996032715
France,FRA,"School life expectancy, primary to tertiary, both sexes (years)",SE.SCH.LIFE,14.1894903182983,14.5739803314209,14.7676696777344,14.8418998718262,15.6135702133179,15.7058801651001,15.7777700424194,15.7364196777344,15.6653499603271,15.7027702331543,15.6222295761108,15.5268697738647,15.4065599441528,15.5125598907471,15.4918403625488,16.1051807403564,16.103630065918,16.0809097290039,16.0494709014893,16.012300491333,16.1026306152344,16.1086597442627,16.1575698852539,16.1604194641113,16.265079498291,..
